gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
163988096																																																											UGENT	nematodes			PreservedSpecimen					101911																															1963-01-07																																																																																													Aporcelaimus (sup)								Animalia	Nemata	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimus		(sup)									
163989142																																																											UGENT	nematodes			PreservedSpecimen					100064																																																					TANZANIA, UNITED REPUBLIC OF					Barley Soil- Layamungo																																																				paratype: 3 f ,														Paratrichodorus tansaniensis								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Paratrichodorus		tansaniensis									
163989147																																																											UGENT	nematodes			PreservedSpecimen					100072																															1972-07-28																						BOSNIA AND HERZEGOVINA					Kirdomatesi , Tuzla																																																				holotype: f ,paratype: 1 m, 1 f, 1 juv ,														Merlinius pseudonanus Degrisse, 0								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Merlinius		pseudonanus				Degrisse, 0					
163989292																																																											UGENT	nematodes			PreservedSpecimen					100211																																																					UNITED KINGDOM					Ex. Broadbalk Wilderness wood RES																																																				paratype: 4 f ,														Helicotylenchus paxilli								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		paxilli									
163989297																																																											UGENT	nematodes			PreservedSpecimen					100216																																																					UNITED KINGDOM					Ex. Broadbalk Wilderness grass-ungrazed RES																																																				paratype: 3 f ,														Helicotylenchus vulgaris								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		vulgaris									
163989444																																																											UGENT	nematodes			PreservedSpecimen					100406																															1973-01-09																																																																															holotype: m ,														Paramesonchium belgicum Jensen, 1977								Animalia	Nemata	Chromadorea	Araeolaimida	Comesomatidae	Paramesonchium		belgicum				Jensen, 1977					
163989742																																																											UGENT	nematodes			PreservedSpecimen					100456																															1979-08-14																						CÔTE D'IVOIRE					Bingerville I.F.C.C., Coffea arabica L.																																																																		Hemicriconemoides snoecki								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Hemicriconemoides		snoecki									
163989752																																																											UGENT	nematodes			PreservedSpecimen					100519																																																					SAMOA					Humus Savai'I Island																																																				paratype: 1 f ,														Nothocriconema polynesianum								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Nothocriconema		polynesianum									
163989763																																																											UGENT	nematodes			PreservedSpecimen					100532																																																																																																																												Mesodiplogaster pseudolherit.?								Animalia	Nemata	Chromadorea	Rhabditida	Diplogasteridae	Mesodiplogaster		pseudolherit.?									
163989792																																																											UGENT	nematodes			PreservedSpecimen					100659																																																					ARGENTINA					Villa Giardino Pcia de Cordoba																																																				paratype: 1 m ,														Meiodorus festonatus Doucet, 1985								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Meiodorus		festonatus				Doucet, 1985					
163989840																																																											UGENT	nematodes			PreservedSpecimen					100852																															1979-07-10																																																																															paratype: ? ,														Malenchus solovjovae								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Malenchus		solovjovae									
163989855																																																											UGENT	nematodes			PreservedSpecimen					100882																															1979-12-12																						JAPAN					Kyushu Natl. Agr. Exper. Stn. Nishigoshi Kumamoto Pref.																																																				paratype: 5 f ,														Merlinius acuminatus N. Minagawa, 1985								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Merlinius		acuminatus				N. Minagawa, 1985					
163989856																																																											UGENT	nematodes			PreservedSpecimen					100883																															1981-10-28																						JAPAN					Kusatsu Gunma																																																				paratype: 5 f ,														Lobocriconema iyatomii N. Minagawa, 1987								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Lobocriconema		iyatomii				N. Minagawa, 1987					
163989898																																																											UGENT	nematodes			PreservedSpecimen					101341																															1962-06-07																																																																																													Mesodorylaimus bastiani								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Mesodorylaimus		bastiani									
163989903																																																											UGENT	nematodes			PreservedSpecimen					101392																															1962-09-04																																																																																													Hemicycliophora similis								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		similis									
163989905																																																											UGENT	nematodes			PreservedSpecimen					101416																															1962-09-10																																																																																													Paratylenchus (30B)								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		(30B)									
163989906																																																											UGENT	nematodes			PreservedSpecimen					101421																																																																																																																												Panagrolaimus rigidus								Animalia	Nemata	Chromadorea	Rhabditida	Panagrolaimidae	Panagrolaimus		rigidus									
163990033																																																											UGENT	nematodes			PreservedSpecimen					100031																																																																																																														paratype: 1 f ,														Theristus tessae								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Theristus		tessae									
163990041																																																											UGENT	nematodes			PreservedSpecimen					100158																															1967-09-29																						AUSTRALIA					Yonge Reef - 35m																																																				holotype: m ,														Quadricomoides coomansi								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Quadricomoides		coomansi									
163990059																																																											UGENT	nematodes			PreservedSpecimen					100191																															1967-09-02																						AUSTRALIA					Yonge Reef, kleine zandplek op rif																																																				holotype: m ,paratype: m ,														Tricoma riemanni								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Tricoma		riemanni									
163990095																																																											UGENT	nematodes			PreservedSpecimen					100273																																																																																																																												Trichodorus orientalis								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		orientalis									
163990151																																																											UGENT	nematodes			PreservedSpecimen					100410																															1973-01-11																																																																															paratype: f ,														Rhabdodemania birgittae Jensen, 1977								Animalia	Nemata	Enoplea	Triplonchida	Rhabdodemaniidae	Rhabdodemania		birgittae				Jensen, 1977					
163990190																																																											UGENT	nematodes			PreservedSpecimen					100510																																																																																																																												Viscosia viscosa								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Viscosia		viscosa									
163990198																																																											UGENT	nematodes			PreservedSpecimen					100569																																																					CAMEROON					Palm tree																																																				paratype: 3 m ,														Sclerolabia camerunensia E. Geraert, 1972								Animalia	Nemata				Sclerolabia		camerunensia				E. Geraert, 1972					
163990226																																																											UGENT	nematodes			PreservedSpecimen					100594																															1975-08-05																						CÔTE D'IVOIRE					Taï, Primary Forest, Diospyros chevalieri De Wild																																																				paratype: 1 m ,														Willinema nanum								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Willinema		nanum									
163990243																																																											UGENT	nematodes			PreservedSpecimen					100601																																																					CAMEROON					Ngauoudère, beboste savanne																																																																		Thornenema elegans E. Geraert, 1972								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		elegans				E. Geraert, 1972					
163990282																																																											UGENT	nematodes			PreservedSpecimen					100626																															1980-09-02																						JAPAN					Nishi-yunoura Kumamoto Pref.																																																				paratype: 5 f ,														Pseudocriconema japonicum Minagawa, 1984								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Pseudocriconema		japonicum				Minagawa, 1984					
163990295																																																											UGENT	nematodes			PreservedSpecimen					100682																															1983-01-19																						CHILE					Orange Bay,Hoste Island, moist soil beneath tundra																																																				paratype: 1 f ,														Pratylenchus australis								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		australis									
163990355																																																											UGENT	nematodes			PreservedSpecimen					100744																																																																																																																												Richtersia staresensis								Animalia	Nemata	Chromadorea	Chromadorida	Selachinematidae	Richtersia		staresensis									
163990361																																																											UGENT	nematodes			PreservedSpecimen					100747																																																																																																																												Richtersia coomansi								Animalia	Nemata	Chromadorea	Chromadorida	Selachinematidae	Richtersia		coomansi									
163990659																																																											UGENT	nematodes			PreservedSpecimen					101213																																																																																																																												Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990673																																																											UGENT	nematodes			PreservedSpecimen					101246																															1961-12-24																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990680																																																											UGENT	nematodes			PreservedSpecimen					101277																															1962-01-16																																																																																													Paratylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		goodeyi									
163990690																																																											UGENT	nematodes			PreservedSpecimen					101295																															1962-05-22																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990705																																																											UGENT	nematodes			PreservedSpecimen					101332																															1962-06-02																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990708																																																											UGENT	nematodes			PreservedSpecimen					101336																															1962-06-05																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990718																																																											UGENT	nematodes			PreservedSpecimen					101358																																																																																																																												Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990723																																																											UGENT	nematodes			PreservedSpecimen					101368																															1962-07-13																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990725																																																											UGENT	nematodes			PreservedSpecimen					101372																															1962-08-29																																																																																													Rotylenchus uniformis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		uniformis									
