gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
163990890																																																											UGENT	nematodes			PreservedSpecimen					101732																															1962-09-17																																																																																													Tylenchorhynchus maximus								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		maximus									
163990891																																																											UGENT	nematodes			PreservedSpecimen					101733																															1962-09-17																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990895																																																											UGENT	nematodes			PreservedSpecimen					101743																															1962-09-19																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990917																																																											UGENT	nematodes			PreservedSpecimen					101771																															1962-10-18																																																																																													Trichodorus prim.								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		prim.									
163990924																																																											UGENT	nematodes			PreservedSpecimen					101782																															1962-10-22																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990930																																																											UGENT	nematodes			PreservedSpecimen					101795																															1962-10-31																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990938																																																											UGENT	nematodes			PreservedSpecimen					101807																															1962-11-10																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990952																																																											UGENT	nematodes			PreservedSpecimen					101839																															1962-11-29																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991011																																																											UGENT	nematodes			PreservedSpecimen					101900																															1962-12-28																																																																																													Psilenchus filif.								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Psilenchus		filif.									
163991086																																																											UGENT	nematodes			PreservedSpecimen					101991																																																					NETHERLANDS					strand Woensdrecht																																																																		Trichodorus teres								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		teres									
163987247																																																											UGENT	nematodes			PreservedSpecimen					100203																															1967-09-13																						AUSTRALIA					Lizard Isl. Great Barrier Reef																																																				holotype: m ,														Acanthopharyncx distechei								Animalia	Nemata	Chromadorea	Desmodorida	Desmodoridae	Acanthopharyncx		distechei									
163987258																																																											UGENT	nematodes			PreservedSpecimen					100291																																																					INDIA					Rohtang Pass, Kulu, H.P. grasses (soil)																																																				holotype: f ,														Dorylaimellus himalyaensis								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Dorylaimellus		himalyaensis									
163987261																																																											UGENT	nematodes			PreservedSpecimen					100295																																																					INDIA					Gulabe army camp, Manali;																																																				holotype: f ,paratype: 1 m, 1 f ,														Axonchium manalicum								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Axonchium		manalicum									
163987271																																																											UGENT	nematodes			PreservedSpecimen					100350																															1964-04-14																																																																															holotype: f ,														Axonchium delichodorum Nair & Coomans, 1975								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Axonchium		delichodorum				Nair & Coomans, 1975					
163987305																																																											UGENT	nematodes			PreservedSpecimen					100489																																																					NIGERIA					Celosia argentea soil, Ibadan																																																				paratype: 6 f ,														Coslenchus franklina								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Coslenchus		franklina									
163987326																																																											UGENT	nematodes			PreservedSpecimen					100628																																																																																																																												Desmoscolex algivorus								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Desmoscolex		algivorus									
163987348																																																											UGENT	nematodes			PreservedSpecimen					100677																															1983-01-19																						CHILE					Orange Bay,Hoste Island, moist soil beneath tundra																																																				paratype: 4 f ,														Chronogaster chilensis								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Chronogaster		chilensis									
163987368																																																											UGENT	nematodes			PreservedSpecimen					100752																															1931-03-02																																																																																													Actinca costata								Animalia	Nemata	Enoplea	Dorylaimida	Actinolaimidae	Actinca		costata									
163987380																																																											UGENT	nematodes			PreservedSpecimen					100765																																																					BRAZIL					"Ilhéus Cepec Quadra ""G"", Bahia State, Theobroma c."																																																				paratype: 1 f, 4 juv. ,														Criconemella paradenoudeni								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Criconemella		paradenoudeni									
163987635																																																											UGENT	nematodes			PreservedSpecimen					100867																																																					UNITED STATES					North Dakota																																																																		Aglenchus dakotensis								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Aglenchus		dakotensis									
163987663																																																											UGENT	nematodes			PreservedSpecimen					100948																															1987-02-19																																																																																													Chromadoropsis granulosus Furstenberg & Vincx, 0								Animalia	Nemata	Chromadorea	Desmodorida	Desmodoridae	Chromadoropsis		granulosus				Furstenberg & Vincx, 0					
163987716																																																											UGENT	nematodes			PreservedSpecimen					101065																																																																																																																												Eudorylaimus monohystera								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		monohystera									
163987845																																																											UGENT	nematodes			PreservedSpecimen					101241																															1961-12-22																																																																																													Aporcelaimus vorax								Animalia	Nemata	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimus		vorax									
163988040																																																											UGENT	nematodes			PreservedSpecimen					101673																															1962-05-09																																																																																													Dorylaimellus virginianus								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Dorylaimellus		virginianus									
163988054																																																											UGENT	nematodes			PreservedSpecimen					101686																															1962-05-12																																																																																													Basiria duplexa duplexa								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Basiria		duplexa duplexa									
163988068																																																											UGENT	nematodes			PreservedSpecimen					101741																															1962-09-19																																																																																													Eudorylaimus intermedius								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		intermedius									
163989110																																																											UGENT	nematodes			PreservedSpecimen					100002																																																																																																																												Metacrobeles tesselatus								Animalia	Nemata	Chromadorea	Rhabditida	Cephalobidae	Metacrobeles		tesselatus									
163989138																																																											UGENT	nematodes			PreservedSpecimen					100062																																																					CONGO, THE DEMOCRATIC REPUBLIC OF THE					Kanyabayongo + 1760 m																																																				paralectotypes: 2 m, 2 f, 2 juv														Hoplolaimus pararobustus Stekh & Teun, 0								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Hoplolaimus		pararobustus				Stekh & Teun, 0					
163989190																																																											UGENT	nematodes			PreservedSpecimen					100096																																																																																																																												Meloidogyne deconincki								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		deconincki									
163989193																																																											UGENT	nematodes			PreservedSpecimen					100097																																																					BELGIUM					Ghent, host Frax																																																																		Meloidogyne deconincki								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		deconincki									
163989195																																																											UGENT	nematodes			PreservedSpecimen					100098																																																					BELGIUM					Ghent, host.Acer Sp																																																				allotype: m ,														Meloidogyne deconincki								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		deconincki									
163989239																																																											UGENT	nematodes			PreservedSpecimen					100130																																																					BURKINA FASO					Vr. Arachide p.56 IRHO Niangoloko																																																				paratype: f ,														Hemicycliophora straturata								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		straturata									
163989249																																																											UGENT	nematodes			PreservedSpecimen					100134																															1972-04-16																						TURKEY					Lactuca Saladi, Bakirköy																																																				paratype: m ,														Merlinius pseudobavaricus Degrisse, 0								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Merlinius		pseudobavaricus				Degrisse, 0					
163989284																																																											UGENT	nematodes			PreservedSpecimen					100208																																																					UNITED KINGDOM					Ex. Broadbalk Wilderness RES																																																				paratype: 2 f ,														Helicotylenchus broadbalkiensis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		broadbalkiensis									
163989332																																																											UGENT	nematodes			PreservedSpecimen					100250																																																					ITALY					grond Gardenapas																																																				holotype: f ,paratype: m ,														Helicotylenchus sandersae								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		sandersae									
163989335																																																											UGENT	nematodes			PreservedSpecimen					100251																																																																																																																												Helicotylenchus sandersae								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		sandersae									
163989425																																																											UGENT	nematodes			PreservedSpecimen					100364																																																					CANADA					Vancouver																																																																		Paracyatholaimus pugettensis								Animalia	Nemata	Chromadorea	Chromadorida	Cyatholaimidae	Paracyatholaimus		pugettensis									
163989431																																																											UGENT	nematodes			PreservedSpecimen					100392																															1968-05-27																						COLOMBIA					Solano Coral																																																				paratype: 1 m ,														Paradraconema newelli								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Paradraconema		newelli									
163989455																																																											UGENT	nematodes			PreservedSpecimen					100416																															1974-10-25																						MEXICO					Aguacante, Huerta de la Mesa Huauchinango Puebla																																																																		Macroposthonia sosamossi								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Macroposthonia		sosamossi									
163989744																																																											UGENT	nematodes			PreservedSpecimen					100468																																																																																																																												Gonionchus villosus								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Gonionchus		villosus									
163989753																																																											UGENT	nematodes			PreservedSpecimen					100520																																																					SAMOA					Humus Savai'I Island																																																				paratype: 1 f ,														Nothocriconema polynesianum								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Nothocriconema		polynesianum									
163989762																																																											UGENT	nematodes			PreservedSpecimen					100531																																																																																																																												Mesodiplogaster pseudolherit.?								Animalia	Nemata	Chromadorea	Rhabditida	Diplogasteridae	Mesodiplogaster		pseudolherit.?									
163989795																																																											UGENT	nematodes			PreservedSpecimen					100664																																																					UNITED STATES					Sonoma Co. CA. Shell Beach soil																																																				paratype: 1 f, 1juv ,														Pararotylenchus belli								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Pararotylenchus		belli									
163989819																																																											UGENT	nematodes			PreservedSpecimen					100750																															1985-03-04																						INDIA					Host. Oryza sativa, Cuttack																																																				paratype: f ,														Meloidogyne kalinga								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		kalinga									
163989851																																																											UGENT	nematodes			PreservedSpecimen					100878																															1980-06-05																						JAPAN					Quercus serrata, MT. ASO Kumamoto																																																				paratype: 5 f ,														Ogma trigonolepidum N. Minagawa, 1988								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Ogma		trigonolepidum				N. Minagawa, 1988					
163989859																																																											UGENT	nematodes			PreservedSpecimen					100944																																																					INDIA					L Mandal Chamoli, H grasses																																																				paratype: 1 f ,														Oriverutus labiatus								Animalia	Nemata	Enoplea	Dorylaimida	Nordiidae	Oriverutus		labiatus									
163989884																																																											UGENT	nematodes			PreservedSpecimen					101202																																																																																																																												Oxydirus oxyc.								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Oxydirus		oxyc.									
163989891																																																											UGENT	nematodes			PreservedSpecimen					101281																															1962-05-18																																																																																													Mesodorylaimus subtilis								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Mesodorylaimus		subtilis									
163989960																																																											UGENT	nematodes			PreservedSpecimen					101848																															1979-03-29																						ARGENTINA					Col. Tandil onkruid. 35j min																																																																		Heterodera tabacum								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Heterodera		tabacum									
163989970																																																											UGENT	nematodes			PreservedSpecimen					101893																															1962-12-20																																																																																													Macroposthonia sphaerocephalus								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Macroposthonia		sphaerocephalus									
163989971																																																											UGENT	nematodes			PreservedSpecimen					101935																															1963-01-14																																																																																													Paratylenchus 30B								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30B									
163989973																																																											UGENT	nematodes			PreservedSpecimen					101955																															1963-01-22																																																																																													Paratylenchus 30A								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30A									
163990187																																																											UGENT	nematodes			PreservedSpecimen					100508																																																																																																																												Viscosia heterolaema								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Viscosia		heterolaema									
163990202																																																											UGENT	nematodes			PreservedSpecimen					100573																																																																																																														paratype: 1 m ,														Sclerolabia camerunensia E. Geraert, 1972								Animalia	Nemata				Sclerolabia		camerunensia				E. Geraert, 1972					
163990205																																																											UGENT	nematodes			PreservedSpecimen					100576																															1967-12-09																						JAMAICA					Rose Graig, Portland																																																				paratype: 1 f ,														Sclerolabia jamaicensia								Animalia	Nemata				Sclerolabia		jamaicensia									
163990236																																																											UGENT	nematodes			PreservedSpecimen					100598																																																					CAMEROON					Ngauoudère, beboste savanne																																																				paratype: 1 f ,														Thornenema elegans E. Geraert, 1972								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		elegans				E. Geraert, 1972					
163990359																																																											UGENT	nematodes			PreservedSpecimen					100746																																																																																																																												Richtersia coomansi								Animalia	Nemata	Chromadorea	Chromadorida	Selachinematidae	Richtersia		coomansi									
163990638																																																											UGENT	nematodes			PreservedSpecimen					101153																															1981-10-25																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990665																																																											UGENT	nematodes			PreservedSpecimen					101230																															1961-12-14																																																																																													Rotylenchus uniformis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		uniformis									
163990782																																																											UGENT	nematodes			PreservedSpecimen					101481																																																																																																																												Trichodorus primitivus								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		primitivus									
163990791																																																											UGENT	nematodes			PreservedSpecimen					101508																																																																																																																												Rotylenchus uniformis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		uniformis									
163990827																																																											UGENT	nematodes			PreservedSpecimen					101582																															1962-04-04																																																																																													Tylenchorhynchus lamelliferus								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		lamelliferus									
163990839																																																											UGENT	nematodes			PreservedSpecimen					101605																															1962-04-17																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990843																																																											UGENT	nematodes			PreservedSpecimen					101612																															1962-04-18																																																																																													Tylenchus sp C								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		sp C									
163990927																																																											UGENT	nematodes			PreservedSpecimen					101787																															1962-10-26																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990928																																																											UGENT	nematodes			PreservedSpecimen					101792																															1962-10-29																																																																																													Trichodorus primitivus								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		primitivus									
163990949																																																											UGENT	nematodes			PreservedSpecimen					101830																															1962-11-22																																																																																													Psilenchus filif.								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Psilenchus		filif.									
163990956																																																											UGENT	nematodes			PreservedSpecimen					101846																															1962-12-03																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991045																																																											UGENT	nematodes			PreservedSpecimen					101951																															1963-01-21																																																																																													Trichodorus primitivus								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		primitivus									
163991096																																																											UGENT	nematodes			PreservedSpecimen					101999																															1963-07-01																						BELGIUM					Baraque Michel, grachtkant struikgewas																																																				Neotype														Paratylenchus straeleni								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		straeleni									
163991100																																																											UGENT	nematodes			PreservedSpecimen					102027																															1963-02-07																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163987206																																																											UGENT	nematodes			PreservedSpecimen					100032																																																					CONGO, THE DEMOCRATIC REPUBLIC OF THE					Vieux Kild-Zere-plantage Ituri																																																				holotype: f ,paratype: 1 juv ,														Belondira tumicauda								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Belondira		tumicauda									
163987207																																																											UGENT	nematodes			PreservedSpecimen					100044																																																					MALAYSIA					Pasoh Forest, Negeri Sembilan																																																																		Discocriconemella limitanea								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Discocriconemella		limitanea									
163987209																																																											UGENT	nematodes			PreservedSpecimen					100046																																																					MALAYSIA					Pasoh Forest, Negeri Sembilan																																																																		Discocriconemella macramphidia								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Discocriconemella		macramphidia									
163987278																																																											UGENT	nematodes			PreservedSpecimen					100384																															1972-02-26																						FRANCE					Marseille																																																				paratype: 1 f ,														Dracograllus demania								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Dracograllus		demania									
163987315																																																											UGENT	nematodes			PreservedSpecimen					100521																																																																																																														holotype: m ,														Daptonema williamsi Vincx & Coomans, 1983								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Daptonema		williamsi				Vincx & Coomans, 1983					
163987340																																																											UGENT	nematodes			PreservedSpecimen					100669																																																					AUSTRALIA					Mallee Soil, Webster's Hill Hattah Vic.																																																				paratype: 2 f ,														Discolaimus silvicolus								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Discolaimus		silvicolus									
163987372																																																											UGENT	nematodes			PreservedSpecimen					100756																															1931-03-02																																																																																													Actinca costata								Animalia	Nemata	Enoplea	Dorylaimida	Actinolaimidae	Actinca		costata									
163987387																																																											UGENT	nematodes			PreservedSpecimen					100790																															1983-01-19																						CHILE					Orange Bay, Hoste Island, soil under tundra																																																				paratype: 1 m ,														Criconema certesi								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Criconema		certesi									
163987814																																																											UGENT	nematodes			PreservedSpecimen					101201																																																																																																																												"Dorylaimus ""p"""								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Dorylaimus		"""p"""									
163987890																																																											UGENT	nematodes			PreservedSpecimen					101305																															1962-05-24																																																																																													Aporcelaimus superbus								Animalia	Nemata	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimus		superbus									
163987966																																																											UGENT	nematodes			PreservedSpecimen					101501																																																																																																																												Eudorylaimus? carteni								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus?		carteni									
163987982																																																											UGENT	nematodes			PreservedSpecimen					101536																																																					CONGO, THE DEMOCRATIC REPUBLIC OF THE					Zea mays																																																																		Aphelenchus avenae								Animalia	Nemata	Chromadorea	Rhabditida	Aphelenchidae	Aphelenchus		avenae									
163988007																																																											UGENT	nematodes			PreservedSpecimen					101597																															1962-04-13																																																																																													Aphelenchoides parietinus								Animalia	Nemata	Chromadorea	Rhabditida	Aphelenchidae	Aphelenchoides		parietinus									
163988074																																																											UGENT	nematodes			PreservedSpecimen					101752																															1962-09-20																																																																																													Eudorylaimus monohystera								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		monohystera									
163989123																																																											UGENT	nematodes			PreservedSpecimen					100050																															1973-08-08																						MALAYSIA					Pasoh Forest Negeri Sembilan																																																				paratype: 4 f ,														Helicotylenchus pasoni								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		pasoni									
163989219																																																											UGENT	nematodes			PreservedSpecimen					100114																																																																																																														allotype: m ,														Meloidogyne littoralis								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		littoralis									
163989401																																																											UGENT	nematodes			PreservedSpecimen					100313																																																					KOREA, REPUBLIC OF					Apple, Youngchun																																																																		Merlinius koreanus								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Merlinius		koreanus									
163989471																																																											UGENT	nematodes			PreservedSpecimen					100427																															1975-08-05																						KENYA					Moss Mount Kenya																																																				holotype: f ,														Hemicycliophora pseudochilensis								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		pseudochilensis									
163989745																																																											UGENT	nematodes			PreservedSpecimen					100469																															1978-09-05																																																																																													Gonionchus villosus								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Gonionchus		villosus									
163989757																																																											UGENT	nematodes			PreservedSpecimen					100526																																																																																																																												Mesodiplogaster pseudolherit.?								Animalia	Nemata	Chromadorea	Rhabditida	Diplogasteridae	Mesodiplogaster		pseudolherit.?									
163989770																																																											UGENT	nematodes			PreservedSpecimen					100545																																																					BRAZIL					Nicotiana tabacum, Muritiba, Bahia State																																																				holotype: f ,paratype: 4 f ,														Heterocephalobus tabacum								Animalia	Nemata				Heterocephalobus		tabacum									
163989874																																																											UGENT	nematodes			PreservedSpecimen					101135																																																																																																																												Helicotylenchus erythrinae								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		erythrinae									
163989888																																																											UGENT	nematodes			PreservedSpecimen					101262																															1961-12-29																																																																																													Macroposthonia pratensis								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Macroposthonia		pratensis									
163989907																																																											UGENT	nematodes			PreservedSpecimen					101457																															1973-12-16																																																																																													Hemicycliophora triangulum								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		triangulum									
163989917																																																											UGENT	nematodes			PreservedSpecimen					101547																															1962-03-14																																																																																													Paratylenchus (amblyceph.)								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		(amblyceph.)									
163989974																																																											UGENT	nematodes			PreservedSpecimen					101974																															1963-02-05																																																																																													Paratylenchus 30A								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30A									
163989975																																																											UGENT	nematodes			PreservedSpecimen					101983																															1963-08-25																						UNITED KINGDOM					Tunbridge Wells, mud from pond																																																																		Oxydirus sp								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Oxydirus		sp									
163990037																																																											UGENT	nematodes			PreservedSpecimen					100040																																																																																																																												Perspiria papillata								Animalia	Nemata				Perspiria		papillata									
163990062																																																											UGENT	nematodes			PreservedSpecimen					100194																															1967-09-12																						AUSTRALIA					+/- 800 m van Lizard Isl, Great Barrier Reef																																																				holotype: m ,paratype: m ,														Tricoma rostralis								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Tricoma		rostralis									
163990073																																																											UGENT	nematodes			PreservedSpecimen					100234																																																					ARGENTINA					Provincia de Cordoba, La Faldu Villa Giardina																																																				paratype: f ,														Peltamigratus longistylus								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Peltamigratus		longistylus									
163990111																																																											UGENT	nematodes			PreservedSpecimen					100354																																																					CÔTE D'IVOIRE					Maraoue, Tree Savanna																																																				paratype: 7 ,														Thornenema maraouense								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		maraouense									
163990144																																																											UGENT	nematodes			PreservedSpecimen					100399																																																					FRANCE					Marseille																																																				paratype: 6 m ,														Prochaetosoma vitiellia								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Prochaetosoma		vitiellia									
163990196																																																											UGENT	nematodes			PreservedSpecimen					100543																																																																																																																												Willinema paraparvum								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Willinema		paraparvum									
163990201																																																											UGENT	nematodes			PreservedSpecimen					100572																																																					CAMEROON					Palm tree																																																				paratype: 2 m ,														Sclerolabia camerunensia E. Geraert, 1972								Animalia	Nemata				Sclerolabia		camerunensia				E. Geraert, 1972					
163990220																																																											UGENT	nematodes			PreservedSpecimen					100591																															1975-08-05																						CÔTE D'IVOIRE					Taï, Primary Forest, Diospyros chevalieri De Wild																																																																		Willinema eburnense								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Willinema		eburnense									
163990234																																																											UGENT	nematodes			PreservedSpecimen					100597																																																					CAMEROON					Ngauoudère, beboste savanne																																																				holotype: f ,														Thornenema elegans E. Geraert, 1972								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		elegans				E. Geraert, 1972					
163990275																																																											UGENT	nematodes			PreservedSpecimen					100623																															1980-09-02																						JAPAN					Nishi-yunoura Kumamoto Pref.																																																				paratype: 5 juv ,														Pseudocriconema japonicum Minagawa, 1984								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Pseudocriconema		japonicum				Minagawa, 1984					
