"Abbrev","Slide-nbr","Genus","species","Author","Year","Synoniems","Phylum","Classis","Subclassis","Ordo","Subordo","Infraordo","Superfamilia","Familia","Subfamilia","Old number","nbr of specimens of main/typecies","Total nbr of specimens in slide","Holotype","Allotype","Paratypes","Other types","Others","Type locality","Locality","Country","Date","Article","Reference","Specifications","Other species","Determination","Cobb-slide","Glass-slide","Present","Absent","Sent in loan to","Loandoucment","Controle"
"UGMD",103215,"Hirschmaniella","imamura",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Pratylenchidae",,"ZIRUG3215","6/-/-","6",,,,,FALSE,,"chvi verdi kara",,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103216,"Xiphinema","radivicalis",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Longidoridae",,"ZIRUG3216","2/-/-","2",,,,,FALSE,,"Ginsen, Ganghura,","Korea","1976-09-24 00:00:00","Repr-",,"datum niet met zekerheid te duiden, werd geschreven als 1916 maar mogelijk gaat het steeds om 1976 (Afrikaanse-Aziatische schrijfwijze)",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103217,"Ditylenchus","destructor",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3217","5/-/-","5",,,,,FALSE,,"Ginseng, Kimpo","Korea","1976-08-04 00:00:00","Repr-",,"datum niet met zekerheid te duiden, werd geschreven als 1916 maar mogelijk gaat het steeds om 1976 (Afrikaanse-Aziatische schrijfwijze)",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103218,"Ditylenchus","destructor",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3218","6/-/-","6",,,,,FALSE,,"Ginseng, Kimpo","Korea","1976-08-04 00:00:00","Repr-",,"datum niet met zekerheid te duiden, werd geschreven als 1916 maar mogelijk gaat het steeds om 1976 (Afrikaanse-Aziatische schrijfwijze)",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103219,"Ditylenchus","destructor",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3219","-/4/-","4 gehele, en 1 in 2 gebroken exemplaar",,,,,FALSE,,"Ginseng, Kimpo","Korea","1976-08-04 00:00:00","Repr-",,"datum niet met zekerheid te duiden, werd geschreven als 1916 maar mogelijk gaat het steeds om 1976 (Afrikaanse-Aziatische schrijfwijze)",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103220,"Neotylenchus","n. sp.",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","phaerularioidea","Sphaerulariidae",,"ZIRUG3220","niets gevonden","niets gevonden",,,,,FALSE,,"Pine tree, Gosan",,"1981-08-14 00:00:00","Repr-",,"CHOI",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103221,"Paratylenchus","obtusicaudata",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3221","1/-/-","5",,,,,TRUE,,,"Kameroen",,"Repr-",,,"Rest: -/-/4",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103222,"Paratylenchus","obtusicaudata",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3222","1/-/-","4",,,,,TRUE,,,"Kameroen",,"Repr-",,,"Rotylenchulus: 2/-/-, Dorylaimellus:1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103223,"Paratylenchus","obtusicaudata",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3223","2/-/-","maar 7 herkend (oorpsr. 12)",,,,,TRUE,,,"Kameroen",,"Repr-",,,"Rotylenchulus: 2/-/1, Rest: -/-/5",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103224,"Paratylenchus","brevicaudatum",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3224","2/-/-","maar 7 herkend (oorpsr. 12)",,,,,TRUE,,,,,"Repr-",,,"Roty-: 2/-/1, Helicotylenchus -/-/6;Rest: -/-/1(3)",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103225,"Paratylenchus","brevicaudatum",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3225","1/-/-","4",,,,,TRUE,,,,,"Repr-",,,"Rotylenchulus: 1/-/-, Rest: -/-/2",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103226,"Paratylenchus","obtusicaudata",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3226","1/-/-","5",,,,,TRUE,,,,,"Repr-",,,"Rotylenchulus: 2/-/1, Lobocriconema: -/-/1",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103227,"Paratylenchus","aquatica",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3227","1/-/-","niets gevonden",,,,,FALSE,,,,,"Repr-",,"volledig uitgedroogd",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103228,"Paratylenchus","aquatica",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3228","3/-/-","oorspr 4, maar smlecht 1 gebroken nematode teruggevonden",,,,,FALSE,,,,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103229,"Paratylenchus","lepidus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3229","6/-/-","6",,,,,FALSE,,"Punggi","Korea",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103230,"Paratylenchus","lepidus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchulidae",,"ZIRUG3230","4/-/-","4",,,,,FALSE,,"Punggi","Korea",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103231,"Trichodorus","viruliferens",,0,,"Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"ZIRUG2131","5/5/-","10",,,,,FALSE,,,,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103232,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2132","-/3/-","3",,,,,FALSE,,,,,"Repr-",,"sterk uitgedroogd, bad culture",,"Samoiloff",TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103233,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2133","1/1/-","2",,,,,FALSE,,,,,"Repr-",,"sterk uitgedroogd, bad culture",,"Samoiloff",TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103234,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2134","3/-/-","3",,,,,FALSE,,,,,"Repr-",,"sterk uitgedroogd, bad culture",,"Samoiloff",TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103235,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2135","2/4/-","6",,,,,FALSE,,,,,"Repr-",,"sterk uitgedroogd, bad culture",,"Samoiloff",TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103236,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2136","-/1/-","1",,,,,FALSE,,,,,"Repr-",,"KOP(niet herkend); sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103237,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2137","1/-/-","1",,,,,FALSE,,,,,"Repr-",,"doorsnede V (niet herkend); sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103238,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2138","1/-/-","1",,,,,FALSE,,,,,"Repr-",,"KOP(gesheiden van restlichaam); sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103239,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2139","-/1/-","1",,,,,FALSE,,,,,"Repr-",,"ventraal(niet herkend); sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103240,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2140","1/-/-","1",,,,,FALSE,,,,,"Repr-",,"KOP(middelm.)NIET HERKEND; sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103241,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2141","1/-/-","1",,,,,FALSE,,,,,"Repr-",,"dwarse doorsnede oesophagus (middelm.) ; sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103242,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2142","-/-/1","1",,,,,FALSE,,,,,"Repr-",,"(niet herkend) dwarse doorsnede oesophagus (middelm.) ; sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103243,"Mesodiplogaster","pseudolherit.?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG2143","-/-/1","1",,,,,FALSE,,,,,"Repr-",,"(niet herkend) dwarse doorsnede oesophagus (middelm.) ; sterk uitgedroogd, bad culture",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103244,"Leipotylenchus","sp",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG3244","7/1/-","8",,,,,FALSE,,"wheat,","Iran (Arak)","1960-02-27 00:00:00","Repr-",,"Fixatief:glyc;Barooti",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103245,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3245","2/2/-","4",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,"stenostoma",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103246,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3246","-/5/-","5",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,"stenostoma",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103247,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3247","4/-/-","5",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,"stenostoma",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103248,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3248","5/-/2","maar 6 nematoden aanwezig",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,"FAA Sept 1988",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103249,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3249","-/-/5","5",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103250,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3250","5/2/-","7",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103251,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3251","10/-/-","10",,,,,TRUE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103252,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3252","2/1/-","4",,,,,TRUE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,,"Rest: 1",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103253,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3253","3/-/-","3",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103254,"Pristionchus","pseudolheritieri",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Neodiplogasteridae",,"ZIRUG3253","2/4/-","6",,,,,FALSE,,"Culture Mraceh","Czechoslovakia",,"Repr-",,"1 vrouwtje met lh snil? En kortere staart",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103256,"Eumonhystera","barbata",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysterioidea","Monhysteridae",,"ZIRUG3256","niet herkend","niet herkend",,,,,FALSE,,"Manantia D2 (Granada)","Spanje","1983-08-20 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103257,"Monhystrella","iranica",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysterioidea","Monhysteridae",,"ZIRUG3257","5","5",,,,,FALSE,,"Manantia Z2 (Granada)","Spanje","1983-12-13 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103258,"Actinca"," heynsi",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Actinolaimidae",,"ZIRUG3258","2/-/-","2","1 female",,"1 female",,FALSE,"Banco Upaca",,"Ivoorkust","1974-08-13 00:00:00","Repr-",,"LS 200-15",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103259,"Actinca"," papillata","Schneider",1935,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Actinolaimidae",,"ZIRUG3259","1/1/-","2",,,,"1 female (lectotype)",FALSE,"Banfora",,,"1931-01-29 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103260,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3260",,,,,,,FALSE,,,,,"Repr-",,,,"W. Schneider",FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103261,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3261",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103262,"Ditylenchus","leptosoma",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3262","3/-/-","3","1 female",,"2 female",,FALSE,"Carpinus, Kyungju",,,"1987-09-14 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103263,"Ditylenchus","leptosoma",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3263","1/1/-","2",,,"1 female, 1 male",,FALSE,"Carpinus, Kyungju",,,"1987-09-14 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103264,"Ditylenchus","leptosoma",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3264","?","? ;(3 coupes)",,,,,FALSE,,,,,"Repr-",,"coupe HEAD",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103265,"Ditylenchus","leptosoma",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG3265","?","?; coupe stylet",,,,,FALSE,,,,,"Repr-",,"dwarse coupe stylet",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103266,"Rhodolaimus","ritae sp. N",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Bunonematomorpha","Bunonematoidea","Bunonematidae",,"ZIRUG3266","-/-/1","3",,,,,TRUE,"Wadigalol",,"Western Sudan","1985-12-03 00:00:00","Repr-",,"SFS 60130; 3 specimens in preparaat, 3e nu aangeduid als rest","Bursilla -/1/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103267,"Rhodolaimus","ritae sp. N",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Bunonematomorpha","Bunonematoidea","Bunonematidae",,"ZIRUG3267","-/1/-","5",,,,,TRUE,"Wadigalol",,"Western Sudan","1985-12-03 00:00:00","Repr-",,"SFS 6O14","Prismatolomaimus 3/-/-; Bursilla 1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103268,"Rhodolaimus","ritae sp. N",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Bunonematomorpha","Bunonematoidea","Bunonematidae",,"ZIRUG3268","1/-/-","6","1 female",,,,TRUE,"Wadigalol",,"Western Sudan","1985-12-03 00:00:00","Repr-",,"SFS 6O12","Achromadora 4/-/-; Plectus -/-/1",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103269,"Monhystera","uncigubernaculum",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysterioidea","Monhysteridae",,"ZIRUG3269","2/1/-","5","1 male",,"2 female",,TRUE,"Tendettie",,"Western Sudan","1985-12-11 00:00:00","Repr-",,"SFS 80118","Monhystera magnacephala 2/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103270,"Eumonhystera","sudanensis",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysterioidea","Monhysteridae",,"ZIRUG3270","2/-/-","5","1 female",,"1 female",,TRUE,"Malha",,"Western Sudan","1988-11-08 00:00:00","Repr-",,"SFS 3217, er staat duidelijk 1988 maar het is niet uit te sluiten dat het 1985 is (door volgende preparaat)","Dorylaimus -/-/3; Mononchus? -/-/1",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103271,"Eumonhystera","sudanensis",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysterioidea","Monhysteridae",,"ZIRUG3271","6/-/-","6",,,,,FALSE,,"Malha","Western Sudan","1985-11-08 00:00:00","Repr-",,"SFS 32/10",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103272,"Monhystera","uncigubernaculum",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysterioidea","Monhysteridae",,"ZIRUG3272","2/-/-","5",,,,,TRUE,,"Errahad","Western Sudan","1985-12-10 00:00:00","Repr-",,"SFS 72/18","Monhystera magnacephala 2/1/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103273,"Actinca"," papillata","Schneider",1935,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Actinolaimidae",,"ZIRUG3259","1/1/-","2",,,,"1 male (paralectotype)",FALSE,"Banfora",,,"1931-01-29 00:00:00","Repr-",,,,"W. Schneider",TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103274,"Paroriverutus","ivorense","Carbonell & Coomans",1982,,"Nematoda","Enoplea","Enoplia","Enoplida","Oncholaimina",,"Oncholaimoidea","Oncholaimidae",,"ZIRUG3274","1/-/-","6",,,"1 female",,FALSE,"Banco Upaca",,"Ivoorkust","1974-08-13 00:00:00","Repr-",,"LS-200-15, classificatie nog extra checken","andere 5 nematoden onbenoemd hier nu aangeduid als Rest: 5",,TRUE,FALSE,FALSE,TRUE,,"U-",
"UGMD",103275,"Paroriverutus","ivorense","Carbonell & Coomans",1982,,"Nematoda","Enoplea","Enoplia","Enoplida","Oncholaimina",,"Oncholaimoidea","Oncholaimidae",,"ZIRUG3275","-/1/-","10",,,"1 male",,FALSE,"Banco Upaca",,"Ivoorkust","1974-08-13 00:00:00","Repr-",,"LS-200-12, classificatie nog extra checken","andere 9 nematoden onbenoemd hier nu aangeduid als Rest: 9",,TRUE,FALSE,FALSE,TRUE,,"U-",
"UGMD",103276,"Paroriverutus","ivorense","Carbonell & Coomans",1982,,"Nematoda","Enoplea","Enoplia","Enoplida","Oncholaimina",,"Oncholaimoidea","Oncholaimidae",,"ZIRUG3276","-/2/-","5",,,"2 male",,FALSE,"Banco Upaca",,"Ivoorkust","1974-08-13 00:00:00","Repr-",,"LS-200-295, classificatie nog extra checken","andere 3 nematoden onbenoemd hier nu aangeduid als Rest: 3",,TRUE,FALSE,FALSE,TRUE,,"U-",
"UGMD",103277,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3277",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103278,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3278",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103279,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3279",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103280,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3280",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103281,"Het is leeg",,,0,,,,,,,,,,,"ZIRUG3281",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103282,"Actinca"," heynsi",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Actinolaimidae",,"ZIRUG3282","-/1/1","2",,,"1 female, 1 juvenile",,FALSE,,,"Ivoorkust",,"Repr-",,"LS 200-17d",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103283,"Paraxonchium","carmenae","Santiago & Millan",1986,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3283","1/-/-","1","1 female",,,,FALSE,"Quercus forest, Sierra Jabalaiz",,"Spain",,"Repr-",,"Sept 1982; Fix: FAA, Glycerine (Seinhorst, 1959), sterke uitdroging (extra nagellak aangbracht 6/9/2007)",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103284,"Tylencholaimellus","hispanicus",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Tylencholaimoidea","Leptonchidae",,"ZIRUG3284","1/-/-","1","1 female",,,,FALSE,"Quercus sp., Jaen",,"Spain",,"Repr-",,"1983(extra nagellak aangbracht 6/9/2007)",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103285,"Tylencholaimellus","hispanicus",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Tylencholaimoidea","Leptonchidae",,"ZIRUG3285","-/1/-","1","1 male",,,,FALSE,"Quercus sp., Jaen",,"Spain",,"Repr-",,"februari 1983; (extra nagellak aangbracht 6/9/2007)",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103286,"Axonchium","gienense",,,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3286","1/-/1","2","1 female, 1 juvenile",,,,FALSE,"Asphodelus sp., Pandera, JAEN",,"Spain",,"Repr-",,"(extra nagellak aangbracht 6/9/2007)",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103287,"Axonchium","gienense",,,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3287","-/1/-","1","1 male",,,,FALSE,"Asphodelus sp., Pandera, JAEN",,"Spain",,"Repr-",,"december 1983",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103288,"Axonchium","paravalvulatum",,,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3288","1/-/-","1","1 female",,,,FALSE,"Quercus sp., Jabalcuz, Jaen",,"Spain",,"Repr-",,"1982 extra nagellak aangbracht 6/9/2007)",,,FALSE,TRUE,TRUE,FALSE,,"U",
