gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
163990686																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101286																														1962-05-19T00:00Z				1962	5	19																																																																														Pratylenchus crenatus Loof, 1960								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus		crenatus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556354	1	5967481	250	972	6465	2284120		4556354	Pratylenchus crenatus	Pratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990700																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101324																														1962-05-28T00:00Z				1962	5	28																																																																														Tylenchorhynchus dubius (Butschli, 1873)								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus		dubius		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2283945	1	5967481	250	972	5968	2283943		2283945	Tylenchorhynchus dubius	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990704																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101331																														1962-06-02T00:00Z				1962	6	2																																																																														Trichodorus primitivus (de Man, 1880)								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus		primitivus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2279608	1	5967481	251	781	5980	2279607		2279608	Trichodorus primitivus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990745																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101396																														1962-09-05T00:00Z				1962	9	5																																																																														Paratylenchus goodeyi								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Paratylenchus		goodeyi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	5188676	1	5967481	250	972	2552	6756644		5188676	Paratylenchus goodeyi	Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990748																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101399																														1962-09-05T00:00Z				1962	9	5																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990769																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101450																														1962-02-12T00:00Z				1962	2	12																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990814																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101555																																																																																																																		Paratylenchus Micoletzky, 1922								Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6756644	1	5967481	250	440		7235427				Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990825																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101576																														1962-04-02T00:00Z				1962	4	2																																																																														Paratylenchus Micoletzky, 1922								Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6756644	1	5967481	250	440		7235427				Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990831																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101588																														1962-04-07T00:00Z				1962	4	7																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990848																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101634																														1962-04-24T00:00Z				1962	4	24																																																																														Rotylenchus robustus (de Man, 1876)								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus		robustus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2284117	1	5967481	250	972	6465	2284116		2284117	Rotylenchus robustus	Rotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990871																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101689																														1962-05-14T00:00Z				1962	5	14																																																																														Rotylenchus goodeyi Loof & Oostenbrink, 1958								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus		goodeyi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556473	1	5967481	250	972	6465	2284116		4556473	Rotylenchus goodeyi	Rotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990879																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101706																														1962-05-16T00:00Z				1962	5	16																																																																														Rotylenchus goodeyi Loof & Oostenbrink, 1958								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus		goodeyi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556473	1	5967481	250	972	6465	2284116		4556473	Rotylenchus goodeyi	Rotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990916																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101770																														1962-10-17T00:00Z				1962	10	17																																																																														Tylenchus Bastian, 1865								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Tylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4281839	1	5967481	250	972	6463	4281839				Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163991051																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101961																														1963-01-26T00:00Z				1963	1	26																																																																														Trichodorus primitivus (de Man, 1880)								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus		primitivus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2279608	1	5967481	251	781	5980	2279607		2279608	Trichodorus primitivus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163987214																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100056																														1973-08-08T00:00Z				1973	8	8																MY				Pasoh Forest Negeri Sembilan																																																										Discocriconemella retroversa Sauer & Winoto, 1975								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Discocriconemella		retroversa		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022484	1	5967481	250	972	2552	4630730		7022484	Discocriconemella retroversa	Discocriconemella		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987220																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100077																																																																																																																		Desmodora granulata Vincx & Gourbault, 1989								Animalia	Nematoda	Adenophorea	Desmodorida	Desmodoridae	Desmodora		granulata		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4348194	1	5967481	251	447	2604	2281080		4348194	Desmodora granulata	Desmodora		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987272																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100351																														1964-04-14T00:00Z				1964	4	14																US				Worcester																																																										Axonchium geminum Coomans & Nair, 1975								Animalia	Nematoda	Adenophorea	Dorylaimida	Belondiridae	Axonchium		geminum		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7019501	1	5967481	251	446	6508	2282498		7019500	Poraxonchium geminum	Axonchium		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987321																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100555																																																				BR				Suvale-Est. Expt-Bebedouro Petrolina Pernambuco St																																																										Cephalobus pseudoparvus Rashid, Geraert & Sharma, 1984								Animalia	Nematoda	Secernentea	Rhabditida	Cephalobidae	Cephalobus		pseudoparvus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7024779	1	5967481	250	440	2560	2283209		7024779	Cephalobus pseudoparvus	Cephalobus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987392																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100800																																																																																																																		Chronogaster zujarensis Ocana & Coomans, 1991								Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Chronogaster		zujarensis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4555751	1	5967481	251	978	2608	2283256		4555751	Chronogaster zujarensis	Chronogaster		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987632																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100866																														1972-07-26T00:00Z				1972	7	26																US				Rugby, North Dakota Native Sod																																																										Aglenchus dakotensis Geraert & Raski, 1989								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		dakotensis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7025310	1	5967481	250	440	4281840	4281838		7025310	Aglenchus dakotensis	Aglenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
